match_id,season,team,bowler,overs,runs_given,wickets,economy,maidens
164,2022,Delhi Capitals,Mustafizur Rahman,1.5,12,1,8.0,1
165,2022,Rajasthan Royals,Yuzvendra Chahal,2.2,13,2,5.91,0
165,2022,Rajasthan Royals,Shimron Hetmyer,1.4,11,1,7.86,1
165,2022,Rajasthan Royals,Ravichandran Ashwin,2.9,26,1,8.97,1
165,2022,Rajasthan Royals,Riyan Parag,2.0,27,2,13.5,1
165,2022,Rajasthan Royals,Prasidh Krishna,2.9,8,3,2.76,1
165,2022,Chennai Super Kings,Deepak Chahar,3.7,13,3,3.51,1
165,2022,Chennai Super Kings,Moeen Ali,2.9,12,3,4.14,1
165,2022,Chennai Super Kings,Mitchell Santner,2.8,17,0,6.07,1
165,2022,Chennai Super Kings,Shivam Dube,2.7,20,3,7.41,0
165,2022,Chennai Super Kings,Tushar Deshpande,2.7,25,3,9.26,1
166,2022,Kolkata Knight Riders,Rinku Singh,1.1,9,3,8.18,1
166,2022,Kolkata Knight Riders,Nitish Rana,1.3,13,2,10.0,0
166,2022,Kolkata Knight Riders,Varun Chakravarthy,1.1,9,3,8.18,1
166,2022,Kolkata Knight Riders,Tim Southee,1.3,8,1,6.15,1
166,2022,Kolkata Knight Riders,Umesh Yadav,3.9,30,3,7.69,1
166,2022,Punjab Kings,Kagiso Rabada,2.7,24,3,8.89,0
166,2022,Punjab Kings,Sam Curran,3.0,45,3,15.0,0
166,2022,Punjab Kings,Rishi Dhawan,2.2,28,0,12.73,0
166,2022,Punjab Kings,Nathan Ellis,1.3,7,3,5.38,1
166,2022,Punjab Kings,Prabhsimran Singh,3.7,19,0,5.14,0
167,2022,Mumbai Indians,Jasprit Bumrah,1.5,8,1,5.33,1
167,2022,Mumbai Indians,Tilak Varma,2.7,30,2,11.11,1
167,2022,Mumbai Indians,Tim David,1.5,13,2,8.67,0
167,2022,Mumbai Indians,Piyush Chawla,3.0,34,1,11.33,1
167,2022,Mumbai Indians,Arjun Tendulkar,1.3,5,2,3.85,1
167,2022,Sunrisers Hyderabad,T Natarajan,2.1,10,3,4.76,0
167,2022,Sunrisers Hyderabad,Washington Sundar,1.2,4,0,3.33,1
167,2022,Sunrisers Hyderabad,Marco Jansen,1.9,5,2,2.63,1
167,2022,Sunrisers Hyderabad,Mayank Agarwal,2.4,16,3,6.67,0
167,2022,Sunrisers Hyderabad,Umran Malik,3.3,25,2,7.58,0
168,2022,Lucknow Super Giants,Krunal Pandya,1.7,10,1,5.88,1
168,2022,Lucknow Super Giants,Ayush Badoni,3.7,39,2,10.54,1
168,2022,Lucknow Super Giants,Nicholas Pooran,1.2,13,0,10.83,0
168,2022,Lucknow Super Giants,Ravi Bishnoi,1.3,12,2,9.23,1
168,2022,Lucknow Super Giants,Mohsin Khan,1.7,4,1,2.35,1
168,2022,Punjab Kings,Kagiso Rabada,1.5,15,0,10.0,1
168,2022,Punjab Kings,Sam Curran,3.0,30,2,10.0,0
168,2022,Punjab Kings,Rishi Dhawan,3.0,36,2,12.0,1
168,2022,Punjab Kings,Nathan Ellis,2.9,29,3,10.0,1
168,2022,Punjab Kings,Prabhsimran Singh,2.3,25,2,10.87,1
169,2022,Royal Challengers Bangalore,Mohammed Siraj,3.3,32,1,9.7,0
169,2022,Royal Challengers Bangalore,Wanindu Hasaranga,3.0,13,0,4.33,0
169,2022,Royal Challengers Bangalore,Shahbaz Ahmed,2.7,26,0,9.63,0
169,2022,Royal Challengers Bangalore,Anuj Rawat,1.7,12,1,7.06,1
169,2022,Royal Challengers Bangalore,Josh Hazlewood,1.9,14,2,7.37,1
169,2022,Kolkata Knight Riders,Rinku Singh,1.4,15,3,10.71,0
169,2022,Kolkata Knight Riders,Nitish Rana,2.7,30,2,11.11,0
169,2022,Kolkata Knight Riders,Varun Chakravarthy,3.6,19,0,5.28,1
169,2022,Kolkata Knight Riders,Tim Southee,2.0,12,2,6.0,0
169,2022,Kolkata Knight Riders,Umesh Yadav,3.1,25,3,8.06,0
170,2022,Kolkata Knight Riders,Rinku Singh,1.6,12,0,7.5,0
170,2022,Kolkata Knight Riders,Nitish Rana,2.5,14,0,5.6,1
170,2022,Kolkata Knight Riders,Varun Chakravarthy,1.4,10,1,7.14,1
170,2022,Kolkata Knight Riders,Tim Southee,1.4,12,0,8.57,1
170,2022,Kolkata Knight Riders,Umesh Yadav,2.9,29,2,10.0,1
170,2022,Sunrisers Hyderabad,T Natarajan,1.3,13,1,10.0,1
170,2022,Sunrisers Hyderabad,Washington Sundar,3.4,13,3,3.82,0
170,2022,Sunrisers Hyderabad,Marco Jansen,2.3,20,2,8.7,0
170,2022,Sunrisers Hyderabad,Mayank Agarwal,2.7,13,2,4.81,1
170,2022,Sunrisers Hyderabad,Umran Malik,3.3,32,2,9.7,0
171,2022,Sunrisers Hyderabad,T Natarajan,3.5,29,0,8.29,0
171,2022,Sunrisers Hyderabad,Washington Sundar,1.5,9,1,6.0,0
171,2022,Sunrisers Hyderabad,Marco Jansen,1.2,11,2,9.17,0
171,2022,Sunrisers Hyderabad,Mayank Agarwal,3.9,21,1,5.38,1
171,2022,Sunrisers Hyderabad,Umran Malik,2.6,22,0,8.46,1
171,2022,Gujarat Titans,Rashid Khan,1.5,10,2,6.67,1
171,2022,Gujarat Titans,Wriddhiman Saha,1.6,6,2,3.75,0
171,2022,Gujarat Titans,Lockie Ferguson,4.0,35,1,8.75,0
171,2022,Gujarat Titans,Vijay Shankar,1.9,8,1,4.21,0
171,2022,Gujarat Titans,Noor Ahmad,2.3,11,0,4.78,0
172,2022,Sunrisers Hyderabad,T Natarajan,1.8,7,3,3.89,0
172,2022,Sunrisers Hyderabad,Washington Sundar,3.9,21,1,5.38,1
172,2022,Sunrisers Hyderabad,Marco Jansen,1.9,6,1,3.16,1
172,2022,Sunrisers Hyderabad,Mayank Agarwal,1.4,14,3,10.0,0
172,2022,Sunrisers Hyderabad,Umran Malik,1.4,6,1,4.29,1
172,2022,Rajasthan Royals,Yuzvendra Chahal,3.3,21,0,6.36,1
172,2022,Rajasthan Royals,Shimron Hetmyer,1.9,11,3,5.79,0
172,2022,Rajasthan Royals,Ravichandran Ashwin,2.1,8,1,3.81,0
172,2022,Rajasthan Royals,Riyan Parag,2.3,28,2,12.17,1
172,2022,Rajasthan Royals,Prasidh Krishna,1.3,6,3,4.62,1
173,2022,Royal Challengers Bangalore,Mohammed Siraj,2.7,24,3,8.89,1
173,2022,Royal Challengers Bangalore,Wanindu Hasaranga,1.8,6,1,3.33,0
173,2022,Royal Challengers Bangalore,Shahbaz Ahmed,1.5,6,1,4.0,1
173,2022,Royal Challengers Bangalore,Anuj Rawat,3.1,21,0,6.77,1
173,2022,Royal Challengers Bangalore,Josh Hazlewood,3.7,12,1,3.24,0
173,2022,Chennai Super Kings,Deepak Chahar,1.0,4,0,4.0,1
173,2022,Chennai Super Kings,Moeen Ali,1.7,8,3,4.71,1
173,2022,Chennai Super Kings,Mitchell Santner,1.7,5,0,2.94,0
173,2022,Chennai Super Kings,Shivam Dube,2.5,26,0,10.4,0
173,2022,Chennai Super Kings,Tushar Deshpande,1.8,10,0,5.56,0
174,2022,Sunrisers Hyderabad,T Natarajan,3.1,17,1,5.48,0
174,2022,Sunrisers Hyderabad,Washington Sundar,3.0,44,3,14.67,1
174,2022,Sunrisers Hyderabad,Marco Jansen,3.9,21,3,5.38,0
174,2022,Sunrisers Hyderabad,Mayank Agarwal,1.1,9,0,8.18,1
174,2022,Sunrisers Hyderabad,Umran Malik,1.8,9,1,5.0,1
174,2022,Lucknow Super Giants,Krunal Pandya,1.7,9,1,5.29,1
174,2022,Lucknow Super Giants,Ayush Badoni,1.9,7,2,3.68,1
174,2022,Lucknow Super Giants,Nicholas Pooran,1.1,8,0,7.27,0
174,2022,Lucknow Super Giants,Ravi Bishnoi,2.9,25,1,8.62,1
174,2022,Lucknow Super Giants,Mohsin Khan,1.3,5,3,3.85,0
175,2022,Sunrisers Hyderabad,T Natarajan,2.2,8,3,3.64,1
175,2022,Sunrisers Hyderabad,Washington Sundar,3.1,36,2,11.61,1
175,2022,Sunrisers Hyderabad,Marco Jansen,3.9,20,2,5.13,0
175,2022,Sunrisers Hyderabad,Mayank Agarwal,3.9,40,3,10.26,1
175,2022,Sunrisers Hyderabad,Umran Malik,2.5,16,2,6.4,1
175,2022,Punjab Kings,Kagiso Rabada,2.4,10,1,4.17,0
175,2022,Punjab Kings,Sam Curran,2.9,19,0,6.55,0
175,2022,Punjab Kings,Rishi Dhawan,2.2,11,2,5.0,1
175,2022,Punjab Kings,Nathan Ellis,4.0,25,1,6.25,0
175,2022,Punjab Kings,Prabhsimran Singh,1.9,8,1,4.21,1
176,2022,Royal Challengers Bangalore,Mohammed Siraj,1.3,11,0,8.46,0
176,2022,Royal Challengers Bangalore,Wanindu Hasaranga,1.3,8,0,6.15,0
176,2022,Royal Challengers Bangalore,Shahbaz Ahmed,1.6,11,0,6.88,0
176,2022,Royal Challengers Bangalore,Anuj Rawat,1.3,15,3,11.54,0
176,2022,Royal Challengers Bangalore,Josh Hazlewood,2.8,22,3,7.86,0
176,2022,Punjab Kings,Kagiso Rabada,3.3,18,3,5.45,0
176,2022,Punjab Kings,Sam Curran,3.3,34,0,10.3,1
176,2022,Punjab Kings,Rishi Dhawan,1.3,14,2,10.77,1
176,2022,Punjab Kings,Nathan Ellis,3.5,33,2,9.43,0
176,2022,Punjab Kings,Prabhsimran Singh,2.9,10,1,3.45,1
177,2022,Sunrisers Hyderabad,T Natarajan,3.1,27,2,8.71,0
177,2022,Sunrisers Hyderabad,Washington Sundar,1.3,4,0,3.08,1
177,2022,Sunrisers Hyderabad,Marco Jansen,3.7,21,3,5.68,0
177,2022,Sunrisers Hyderabad,Mayank Agarwal,1.0,4,1,4.0,0
177,2022,Sunrisers Hyderabad,Umran Malik,2.1,28,2,13.33,0
177,2022,Delhi Capitals,Kuldeep Yadav,1.8,7,0,3.89,0
177,2022,Delhi Capitals,Mitchell Marsh,2.7,17,2,6.3,0
177,2022,Delhi Capitals,Phil Salt,1.7,4,2,2.35,0
177,2022,Delhi Capitals,Lalit Yadav,3.2,16,0,5.0,1
177,2022,Delhi Capitals,Mustafizur Rahman,3.6,14,1,3.89,0
178,2022,Kolkata Knight Riders,Rinku Singh,2.2,16,3,7.27,0
178,2022,Kolkata Knight Riders,Nitish Rana,2.4,9,1,3.75,0
178,2022,Kolkata Knight Riders,Varun Chakravarthy,2.5,17,1,6.8,0
178,2022,Kolkata Knight Riders,Tim Southee,3.3,40,2,12.12,0
178,2022,Kolkata Knight Riders,Umesh Yadav,3.5,44,2,12.57,1
178,2022,Lucknow Super Giants,Krunal Pandya,3.0,36,0,12.0,0
178,2022,Lucknow Super Giants,Ayush Badoni,2.7,18,2,6.67,1
178,2022,Lucknow Super Giants,Nicholas Pooran,3.1,37,1,11.94,1
178,2022,Lucknow Super Giants,Ravi Bishnoi,1.6,12,2,7.5,0
178,2022,Lucknow Super Giants,Mohsin Khan,2.3,21,2,9.13,0
179,2022,Lucknow Super Giants,Krunal Pandya,2.4,11,0,4.58,1
179,2022,Lucknow Super Giants,Ayush Badoni,3.5,43,3,12.29,0
179,2022,Lucknow Super Giants,Nicholas Pooran,3.9,18,3,4.62,0
179,2022,Lucknow Super Giants,Ravi Bishnoi,1.2,8,1,6.67,1
179,2022,Lucknow Super Giants,Mohsin Khan,1.3,8,3,6.15,0
179,2022,Sunrisers Hyderabad,T Natarajan,1.1,6,0,5.45,1
179,2022,Sunrisers Hyderabad,Washington Sundar,3.9,12,1,3.08,0
179,2022,Sunrisers Hyderabad,Marco Jansen,1.6,6,3,3.75,0
179,2022,Sunrisers Hyderabad,Mayank Agarwal,1.3,8,1,6.15,1
179,2022,Sunrisers Hyderabad,Umran Malik,1.8,5,0,2.78,1
180,2022,Gujarat Titans,Rashid Khan,2.5,27,2,10.8,0
180,2022,Gujarat Titans,Wriddhiman Saha,2.4,8,3,3.33,1
180,2022,Gujarat Titans,Lockie Ferguson,3.4,38,3,11.18,1
180,2022,Gujarat Titans,Vijay Shankar,3.3,13,1,3.94,0
180,2022,Gujarat Titans,Noor Ahmad,2.6,29,0,11.15,0
180,2022,Royal Challengers Bangalore,Mohammed Siraj,2.8,13,1,4.64,0
180,2022,Royal Challengers Bangalore,Wanindu Hasaranga,3.7,31,1,8.38,0
180,2022,Royal Challengers Bangalore,Shahbaz Ahmed,1.8,12,0,6.67,0
180,2022,Royal Challengers Bangalore,Anuj Rawat,1.5,6,2,4.0,0
180,2022,Royal Challengers Bangalore,Josh Hazlewood,1.7,6,0,3.53,0
181,2022,Rajasthan Royals,Yuzvendra Chahal,2.2,10,1,4.55,0
181,2022,Rajasthan Royals,Shimron Hetmyer,2.4,15,3,6.25,0
181,2022,Rajasthan Royals,Ravichandran Ashwin,3.8,29,3,7.63,1
181,2022,Rajasthan Royals,Riyan Parag,1.5,12,3,8.0,1
181,2022,Rajasthan Royals,Prasidh Krishna,2.1,12,0,5.71,1
181,2022,Lucknow Super Giants,Krunal Pandya,1.4,7,0,5.0,0
181,2022,Lucknow Super Giants,Ayush Badoni,2.7,13,2,4.81,1
181,2022,Lucknow Super Giants,Nicholas Pooran,3.6,29,0,8.06,0
181,2022,Lucknow Super Giants,Ravi Bishnoi,1.5,5,0,3.33,1
181,2022,Lucknow Super Giants,Mohsin Khan,3.1,33,2,10.65,0
182,2022,Royal Challengers Bangalore,Mohammed Siraj,3.4,37,1,10.88,0
182,2022,Royal Challengers Bangalore,Wanindu Hasaranga,1.5,9,0,6.0,0
182,2022,Royal Challengers Bangalore,Shahbaz Ahmed,2.6,19,3,7.31,0
182,2022,Royal Challengers Bangalore,Anuj Rawat,3.3,31,3,9.39,0
182,2022,Royal Challengers Bangalore,Josh Hazlewood,2.7,14,2,5.19,0
182,2022,Sunrisers Hyderabad,T Natarajan,2.9,10,1,3.45,0
182,2022,Sunrisers Hyderabad,Washington Sundar,1.7,8,0,4.71,1
182,2022,Sunrisers Hyderabad,Marco Jansen,2.7,13,0,4.81,0
182,2022,Sunrisers Hyderabad,Mayank Agarwal,2.8,28,3,10.0,1
182,2022,Sunrisers Hyderabad,Umran Malik,1.5,15,3,10.0,0
183,2023,Lucknow Super Giants,Krunal Pandya,1.5,12,3,8.0,1
183,2023,Lucknow Super Giants,Ayush Badoni,1.2,4,0,3.33,1
183,2023,Lucknow Super Giants,Nicholas Pooran,1.7,9,2,5.29,1
183,2023,Lucknow Super Giants,Ravi Bishnoi,3.2,29,1,9.06,0
183,2023,Lucknow Super Giants,Mohsin Khan,2.2,16,1,7.27,1
183,2023,Kolkata Knight Riders,Rinku Singh,3.3,13,0,3.94,0
183,2023,Kolkata Knight Riders,Nitish Rana,2.4,10,2,4.17,1
183,2023,Kolkata Knight Riders,Varun Chakravarthy,1.1,11,3,10.0,0
183,2023,Kolkata Knight Riders,Tim Southee,1.9,11,2,5.79,1
183,2023,Kolkata Knight Riders,Umesh Yadav,1.6,4,3,2.5,1
184,2023,Gujarat Titans,Rashid Khan,1.9,6,3,3.16,1
184,2023,Gujarat Titans,Wriddhiman Saha,1.1,9,2,8.18,0
184,2023,Gujarat Titans,Lockie Ferguson,3.5,31,1,8.86,0
184,2023,Gujarat Titans,Vijay Shankar,3.5,41,0,11.71,1
184,2023,Gujarat Titans,Noor Ahmad,2.9,25,3,8.62,0
184,2023,Sunrisers Hyderabad,T Natarajan,2.6,20,3,7.69,0
184,2023,Sunrisers Hyderabad,Washington Sundar,2.2,14,1,6.36,0
184,2023,Sunrisers Hyderabad,Marco Jansen,3.3,37,1,11.21,0
184,2023,Sunrisers Hyderabad,Mayank Agarwal,2.4,26,1,10.83,0
184,2023,Sunrisers Hyderabad,Umran Malik,3.0,22,3,7.33,0
185,2023,Kolkata Knight Riders,Rinku Singh,1.3,4,1,3.08,1
185,2023,Kolkata Knight Riders,Nitish Rana,2.9,9,3,3.1,0
185,2023,Kolkata Knight Riders,Varun Chakravarthy,1.6,12,0,7.5,0
185,2023,Kolkata Knight Riders,Tim Southee,2.4,20,1,8.33,0
185,2023,Kolkata Knight Riders,Umesh Yadav,2.8,21,1,7.5,1
185,2023,Mumbai Indians,Jasprit Bumrah,3.5,45,2,12.86,0
185,2023,Mumbai Indians,Tilak Varma,3.0,13,3,4.33,0
185,2023,Mumbai Indians,Tim David,2.5,29,2,11.6,0
185,2023,Mumbai Indians,Piyush Chawla,2.9,22,2,7.59,0
185,2023,Mumbai Indians,Arjun Tendulkar,1.2,12,0,10.0,1
186,2023,Punjab Kings,Kagiso Rabada,2.1,30,3,14.29,1
186,2023,Punjab Kings,Sam Curran,1.7,9,2,5.29,1
186,2023,Punjab Kings,Rishi Dhawan,2.2,14,1,6.36,0
186,2023,Punjab Kings,Nathan Ellis,2.3,20,3,8.7,1
186,2023,Punjab Kings,Prabhsimran Singh,2.8,27,3,9.64,1
186,2023,Kolkata Knight Riders,Rinku Singh,2.8,12,2,4.29,1
186,2023,Kolkata Knight Riders,Nitish Rana,2.7,23,1,8.52,0
186,2023,Kolkata Knight Riders,Varun Chakravarthy,3.2,28,1,8.75,1
186,2023,Kolkata Knight Riders,Tim Southee,1.6,10,1,6.25,0
186,2023,Kolkata Knight Riders,Umesh Yadav,2.2,20,0,9.09,1
187,2023,Gujarat Titans,Rashid Khan,1.1,11,3,10.0,1
187,2023,Gujarat Titans,Wriddhiman Saha,2.8,11,2,3.93,1
187,2023,Gujarat Titans,Lockie Ferguson,1.4,13,0,9.29,1
187,2023,Gujarat Titans,Vijay Shankar,2.2,12,0,5.45,0
187,2023,Gujarat Titans,Noor Ahmad,2.4,19,1,7.92,0
187,2023,Lucknow Super Giants,Krunal Pandya,2.3,21,3,9.13,0
187,2023,Lucknow Super Giants,Ayush Badoni,3.8,39,2,10.26,1
187,2023,Lucknow Super Giants,Nicholas Pooran,1.5,14,2,9.33,0
187,2023,Lucknow Super Giants,Ravi Bishnoi,1.9,8,3,4.21,1
187,2023,Lucknow Super Giants,Mohsin Khan,1.4,6,2,4.29,0
188,2023,Rajasthan Royals,Yuzvendra Chahal,1.0,9,0,9.0,0
188,2023,Rajasthan Royals,Shimron Hetmyer,2.0,22,2,11.0,1
188,2023,Rajasthan Royals,Ravichandran Ashwin,3.2,37,2,11.56,0
188,2023,Rajasthan Royals,Riyan Parag,2.8,11,3,3.93,0
188,2023,Rajasthan Royals,Prasidh Krishna,2.9,23,0,7.93,0
188,2023,Royal Challengers Bangalore,Mohammed Siraj,1.9,13,1,6.84,0
188,2023,Royal Challengers Bangalore,Wanindu Hasaranga,3.2,32,2,10.0,0
188,2023,Royal Challengers Bangalore,Shahbaz Ahmed,2.6,8,1,3.08,0
188,2023,Royal Challengers Bangalore,Anuj Rawat,1.5,12,0,8.0,0
188,2023,Royal Challengers Bangalore,Josh Hazlewood,2.8,20,1,7.14,0
189,2023,Punjab Kings,Kagiso Rabada,2.8,23,0,8.21,1
189,2023,Punjab Kings,Sam Curran,2.4,16,2,6.67,1
189,2023,Punjab Kings,Rishi Dhawan,1.9,15,0,7.89,0
189,2023,Punjab Kings,Nathan Ellis,3.8,24,0,6.32,1
189,2023,Punjab Kings,Prabhsimran Singh,3.3,30,3,9.09,0
189,2023,Mumbai Indians,Jasprit Bumrah,3.5,33,1,9.43,1
189,2023,Mumbai Indians,Tilak Varma,2.3,23,3,10.0,1
189,2023,Mumbai Indians,Tim David,1.4,10,1,7.14,0
189,2023,Mumbai Indians,Piyush Chawla,2.0,26,3,13.0,0
189,2023,Mumbai Indians,Arjun Tendulkar,2.1,8,1,3.81,1
190,2023,Lucknow Super Giants,Krunal Pandya,2.9,24,1,8.28,1
190,2023,Lucknow Super Giants,Ayush Badoni,3.7,30,2,8.11,1
190,2023,Lucknow Super Giants,Nicholas Pooran,3.9,22,1,5.64,1
190,2023,Lucknow Super Giants,Ravi Bishnoi,1.4,11,3,7.86,0
190,2023,Lucknow Super Giants,Mohsin Khan,1.9,10,3,5.26,0
190,2023,Delhi Capitals,Kuldeep Yadav,1.7,10,0,5.88,1
190,2023,Delhi Capitals,Mitchell Marsh,3.5,31,3,8.86,0
190,2023,Delhi Capitals,Phil Salt,2.3,17,3,7.39,0
190,2023,Delhi Capitals,Lalit Yadav,3.3,37,0,11.21,0
190,2023,Delhi Capitals,Mustafizur Rahman,1.6,5,2,3.12,1
191,2023,Kolkata Knight Riders,Rinku Singh,1.1,9,3,8.18,1
191,2023,Kolkata Knight Riders,Nitish Rana,1.7,7,1,4.12,1
191,2023,Kolkata Knight Riders,Varun Chakravarthy,1.6,14,1,8.75,0
191,2023,Kolkata Knight Riders,Tim Southee,2.7,20,2,7.41,1
191,2023,Kolkata Knight Riders,Umesh Yadav,1.1,12,1,10.91,1
191,2023,Delhi Capitals,Kuldeep Yadav,1.7,6,3,3.53,1
191,2023,Delhi Capitals,Mitchell Marsh,2.1,26,1,12.38,1
191,2023,Delhi Capitals,Phil Salt,1.5,11,1,7.33,0
191,2023,Delhi Capitals,Lalit Yadav,1.7,12,2,7.06,0
191,2023,Delhi Capitals,Mustafizur Rahman,1.1,7,1,6.36,0
192,2023,Sunrisers Hyderabad,T Natarajan,1.3,4,3,3.08,1
192,2023,Sunrisers Hyderabad,Washington Sundar,3.2,20,3,6.25,1
192,2023,Sunrisers Hyderabad,Marco Jansen,1.1,14,3,12.73,1
192,2023,Sunrisers Hyderabad,Mayank Agarwal,3.3,35,1,10.61,1
192,2023,Sunrisers Hyderabad,Umran Malik,2.4,12,2,5.0,0
192,2023,Lucknow Super Giants,Krunal Pandya,3.5,39,1,11.14,0
192,2023,Lucknow Super Giants,Ayush Badoni,3.5,27,3,7.71,0
192,2023,Lucknow Super Giants,Nicholas Pooran,3.4,34,3,10.0,1
192,2023,Lucknow Super Giants,Ravi Bishnoi,3.8,16,2,4.21,1
192,2023,Lucknow Super Giants,Mohsin Khan,1.8,13,3,7.22,0
193,2023,Mumbai Indians,Jasprit Bumrah,4.0,28,2,7.0,1
193,2023,Mumbai Indians,Tilak Varma,2.2,22,2,10.0,1
193,2023,Mumbai Indians,Tim David,1.1,14,2,12.73,1
193,2023,Mumbai Indians,Piyush Chawla,3.1,29,3,9.35,0
193,2023,Mumbai Indians,Arjun Tendulkar,3.7,27,0,7.3,1
193,2023,Lucknow Super Giants,Krunal Pandya,1.5,10,0,6.67,0
193,2023,Lucknow Super Giants,Ayush Badoni,3.5,15,1,4.29,1
193,2023,Lucknow Super Giants,Nicholas Pooran,1.3,10,1,7.69,0
193,2023,Lucknow Super Giants,Ravi Bishnoi,1.3,9,2,6.92,1
193,2023,Lucknow Super Giants,Mohsin Khan,3.2,44,3,13.75,1
194,2023,Kolkata Knight Riders,Rinku Singh,3.0,12,3,4.0,0
194,2023,Kolkata Knight Riders,Nitish Rana,3.5,42,3,12.0,1
194,2023,Kolkata Knight Riders,Varun Chakravarthy,1.4,8,2,5.71,0
194,2023,Kolkata Knight Riders,Tim Southee,2.7,11,1,4.07,1
194,2023,Kolkata Knight Riders,Umesh Yadav,2.2,16,0,7.27,1
194,2023,Royal Challengers Bangalore,Mohammed Siraj,2.0,9,3,4.5,0
194,2023,Royal Challengers Bangalore,Wanindu Hasaranga,2.1,20,3,9.52,1
194,2023,Royal Challengers Bangalore,Shahbaz Ahmed,4.0,16,2,4.0,1
194,2023,Royal Challengers Bangalore,Anuj Rawat,2.9,15,2,5.17,0
194,2023,Royal Challengers Bangalore,Josh Hazlewood,3.7,14,1,3.78,1
195,2023,Punjab Kings,Kagiso Rabada,1.6,14,0,8.75,1
195,2023,Punjab Kings,Sam Curran,1.3,12,0,9.23,1
195,2023,Punjab Kings,Rishi Dhawan,2.6,12,2,4.62,0
195,2023,Punjab Kings,Nathan Ellis,3.7,35,2,9.46,1
195,2023,Punjab Kings,Prabhsimran Singh,2.2,25,0,11.36,1
195,2023,Rajasthan Royals,Yuzvendra Chahal,3.8,27,1,7.11,1
195,2023,Rajasthan Royals,Shimron Hetmyer,3.2,26,3,8.12,0
195,2023,Rajasthan Royals,Ravichandran Ashwin,2.4,24,0,10.0,0
195,2023,Rajasthan Royals,Riyan Parag,3.7,26,3,7.03,0
195,2023,Rajasthan Royals,Prasidh Krishna,1.1,10,2,9.09,1
196,2023,Gujarat Titans,Rashid Khan,3.3,21,3,6.36,0
196,2023,Gujarat Titans,Wriddhiman Saha,1.7,15,3,8.82,1
196,2023,Gujarat Titans,Lockie Ferguson,2.8,22,0,7.86,0
196,2023,Gujarat Titans,Vijay Shankar,3.1,14,3,4.52,1
196,2023,Gujarat Titans,Noor Ahmad,2.0,24,3,12.0,0
196,2023,Delhi Capitals,Kuldeep Yadav,4.0,28,2,7.0,1
196,2023,Delhi Capitals,Mitchell Marsh,3.1,12,3,3.87,1
196,2023,Delhi Capitals,Phil Salt,1.7,5,1,2.94,0
196,2023,Delhi Capitals,Lalit Yadav,1.3,9,2,6.92,0
196,2023,Delhi Capitals,Mustafizur Rahman,3.0,32,3,10.67,0
197,2023,Chennai Super Kings,Deepak Chahar,1.7,12,3,7.06,0
197,2023,Chennai Super Kings,Moeen Ali,3.1,20,0,6.45,1
197,2023,Chennai Super Kings,Mitchell Santner,2.7,30,2,11.11,0
197,2023,Chennai Super Kings,Shivam Dube,4.0,30,1,7.5,0
197,2023,Chennai Super Kings,Tushar Deshpande,1.9,10,2,5.26,0
197,2023,Kolkata Knight Riders,Rinku Singh,2.6,28,2,10.77,0
197,2023,Kolkata Knight Riders,Nitish Rana,2.7,20,0,7.41,1
197,2023,Kolkata Knight Riders,Varun Chakravarthy,3.7,31,2,8.38,1
197,2023,Kolkata Knight Riders,Tim Southee,3.5,28,3,8.0,0
197,2023,Kolkata Knight Riders,Umesh Yadav,3.2,34,2,10.62,1
198,2023,Lucknow Super Giants,Krunal Pandya,2.4,22,0,9.17,1
198,2023,Lucknow Super Giants,Ayush Badoni,1.4,8,2,5.71,1
198,2023,Lucknow Super Giants,Nicholas Pooran,1.4,8,0,5.71,0
198,2023,Lucknow Super Giants,Ravi Bishnoi,1.6,9,0,5.62,1
198,2023,Lucknow Super Giants,Mohsin Khan,1.9,10,2,5.26,1
198,2023,Punjab Kings,Kagiso Rabada,3.6,20,3,5.56,0
198,2023,Punjab Kings,Sam Curran,1.3,10,1,7.69,1
198,2023,Punjab Kings,Rishi Dhawan,3.3,36,1,10.91,0
198,2023,Punjab Kings,Nathan Ellis,2.7,19,3,7.04,1
198,2023,Punjab Kings,Prabhsimran Singh,2.1,13,1,6.19,1
199,2023,Mumbai Indians,Jasprit Bumrah,3.8,28,1,7.37,1
199,2023,Mumbai Indians,Tilak Varma,2.4,21,1,8.75,0
199,2023,Mumbai Indians,Tim David,3.8,12,3,3.16,0
199,2023,Mumbai Indians,Piyush Chawla,2.6,11,0,4.23,1
199,2023,Mumbai Indians,Arjun Tendulkar,2.9,18,3,6.21,1
199,2023,Punjab Kings,Kagiso Rabada,1.4,11,0,7.86,1
199,2023,Punjab Kings,Sam Curran,2.9,28,0,9.66,0
199,2023,Punjab Kings,Rishi Dhawan,3.6,24,1,6.67,0
199,2023,Punjab Kings,Nathan Ellis,2.1,16,1,7.62,0
199,2023,Punjab Kings,Prabhsimran Singh,1.0,4,0,4.0,0
200,2023,Delhi Capitals,Kuldeep Yadav,2.8,21,0,7.5,0
200,2023,Delhi Capitals,Mitchell Marsh,1.8,12,3,6.67,1
200,2023,Delhi Capitals,Phil Salt,1.6,6,0,3.75,1
200,2023,Delhi Capitals,Lalit Yadav,1.7,11,3,6.47,0
200,2023,Delhi Capitals,Mustafizur Rahman,1.8,13,2,7.22,0
200,2023,Kolkata Knight Riders,Rinku Singh,2.9,15,2,5.17,1
200,2023,Kolkata Knight Riders,Nitish Rana,3.5,17,2,4.86,0
